sj,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
sj,2003,10,37685,-0.20635,-0.141,0.3221857,0.2998286,0,298.7357143,298.9928571,293.4757143,300.7,296.9,0.5,72.69,0,14.87285714,3.014285714,25.28571429,8.042857143,29.4,20.6,5.1
sj,2003,11,37692,0.02535,0.0481,0.1018429,0.1365286,0,299.0042857,299.2714286,294.1085714,300.9,297.1,2.7,74.60857143,0,15.49,2.628571429,26.54285714,7.385714286,31.1,21.7,2.6
sj,2003,12,37699,-0.05203333,0.01422,0.1556429,0.1822714,0,298.8814286,299.0571429,293.4842857,300.8,297.4,1.8,72.13571429,0,14.88428571,2.428571429,26.45714286,7.928571429,31.1,21.7,1.3
sj,2003,13,37706,-0.1169,-0.091575,0.1527286,0.1867714,0,298.7528571,299.0357143,293.8014286,301.6,296.3,7.3,74.32571429,0,15.22142857,3.757142857,26.92857143,7.057142857,32.2,22.8,2
sj,2003,14,37713,0.0925,-0.05085,0.1298,0.1214286,0,298.9,299.0428571,294.3314286,301.9,296.8,7.5,76.13428571,0,15.73,3.371428571,26.7,6.985714286,33.3,22.2,30
sj,2003,15,37720,0.12815,0.09896667,0.1515,0.1395429,38.52,298.33,298.4071429,294.5428571,301.1,296.1,43.64,79.63571429,38.52,15.90142857,2.7,26.4,6.171428571,32.2,22.8,28.2
sj,2003,16,37727,0.12815,-0.0029,0.07464286,0.09557143,5.96,298.7028571,298.7714286,295.0071429,301.3,296.8,23.5,80.24142857,5.96,16.38142857,2.742857143,26.42857143,6.685714286,31.7,22.8,46.5
sj,2003,17,37734,-0.078,-0.1252,0.1486714,0.1594714,389.6,298.4457143,298.4214286,295.4828571,301.4,296.3,111.7,83.75142857,389.6,16.88571429,2.785714286,25.35714286,6.428571429,30.6,20.6,88.2
sj,2003,18,37741,0.0681,0.0355,0.2512714,0.2120714,26.56,299.1857143,299.4,295.4471429,302.3,296.8,15.2,80.07142857,26.56,16.83285714,3.085714286,26.92857143,6.5,32.2,23.3,75.2
sj,2003,19,37748,-0.0477,0.072125,0.2656833,0.2382143,16.65,300.0385714,300.2071429,295.18,302.2,298.3,1.5,74.80857143,16.65,16.51714286,3.014285714,27.64285714,7.571428571,32.8,23.3,2.5
sj,2003,20,37755,0.01485,-0.0432,0.1687571,0.1725429,10.86,299.5771429,299.7285714,294.6014286,301.5,297.7,7.7,74.23,10.86,15.93,2.714285714,26.9,6.828571429,31.1,22.8,7
sj,2003,21,37762,0.01485,0.0041,0.1526143,0.1243571,60.93,299.6342857,299.7071429,295.1842857,301.5,298,13.76,76.70428571,60.93,16.57285714,2.328571429,27.05714286,6.771428571,31.1,22.8,10.1
sj,2003,22,37769,-0.0457,-0.007566667,0.1959143,0.1780571,111.7,299.5085714,299.6857143,296.0171429,301.8,297,28.3,81.29142857,111.7,17.42428571,2.4,27.75714286,6.757142857,32.2,22.8,22.9
sj,2003,23,37776,-0.0457,0.06276667,0.1974571,0.175,9.1,300.0914286,300.3357143,295.5557143,302.4,298.2,1.6,76.33428571,9.1,16.90142857,2.728571429,27.97142857,7.385714286,32.2,22.8,3.3
sj,2003,24,37783,0.05063333,0.055875,0.10935,0.09871429,18.25,299.7528571,299.8428571,295.3971429,301.6,297.8,20.1,77.14142857,18.25,16.75857143,2.714285714,27.4,6.657142857,31.1,22.8,33.8
sj,2003,25,37790,0.0675,0.0484,0.1730429,0.1369857,39.21,299.8857143,300.0142857,295.6314286,301.6,297.9,21.81,77.73142857,39.21,17.02285714,2.457142857,27.47142857,5.585714286,30.6,23.9,36.6
sj,2003,26,37797,-0.1798,-0.05245,0.1182714,0.1597286,17.92,299.9114286,300.1428571,296.3528571,301.9,298.5,18.4,80.98,17.92,17.75428571,2.4,28.02857143,6.042857143,32.2,24.4,0.6
sj,2003,27,37804,-0.0853,0.02575,0.2083857,0.2085571,0,300.3557143,300.5,296.3628571,302,298.4,5.8,78.92857143,0,17.74428571,2.542857143,28.64285714,6.1,32.8,24.4,13
sj,2003,28,37811,-0.0853,0.296,0.1916857,0.175,10.83,299.9271429,299.9571429,296.1,301.8,298.1,44.04,79.65857143,10.83,17.48714286,2.542857143,28.04285714,6.185714286,31.7,23.9,17.9
sj,2003,29,37818,-0.05675,-0.1126667,0.2248714,0.1869,62.57,300.1542857,300.3428571,296.3157143,301.7,298.4,21.9,79.74428571,62.57,17.72428571,1.914285714,27.47142857,5.885714286,31.7,21.7,43
sj,2003,30,37825,0.1045,0.0661,0.1618571,0.1561714,0,300.5014286,300.4857143,296.2928571,302.6,298.2,13.4,77.8,0,17.65857143,2.8,28.14285714,6.114285714,32.8,23.3,8
sj,2003,31,37832,0.04995,-0.03565,0.1580333,0.192,41.92,300.13,300.3,296.8942857,301.8,298.9,46.9,82.60142857,41.92,18.33857143,1.828571429,27.87142857,5.557142857,31.7,24.4,48.9
sj,2003,32,37839,0.0785,0.03633333,0.2077857,0.2106714,28,300.38,300.5714286,296.79,302.1,298.8,22.5,80.84,28,18.21571429,2.257142857,28.07142857,5.8,31.7,25,8.2
sj,2003,33,37846,0.0348,0.0317,0.2225714,0.2039857,11.37,300.5128571,300.5785714,296.69,302.5,298.8,29.1,79.78857143,11.37,18.14571429,2.557142857,27.92857143,5.871428571,32.2,24.4,17
sj,2003,34,37853,0.0726,0.0519,0.1617286,0.1578143,42.46,300.7742857,300.7928571,296.6114286,302.8,298.9,31,78.25428571,42.46,18.06142857,2.785714286,28.14285714,6.928571429,32.2,23.9,25.7
sj,2003,35,37860,0.0726,0.1,0.2043714,0.1603571,98.68,300.6685714,300.7285714,297.0485714,302.8,298.7,50.86,80.79714286,98.68,18.57142857,2.542857143,27.91428571,6.457142857,31.7,23.3,69.6
sj,2003,36,37867,0.0726,0.1,0.2036286,0.2409286,86.4,300.6314286,300.75,297.4185714,302.7,298.7,63,82.78428571,86.4,18.96857143,2.185714286,27.68571429,6.071428571,31.7,24.4,29.8
sj,2003,37,37874,0.09445,-0.01352,0.2407,0.2419286,16.81,300.9671429,301.2285714,297.1085714,303.7,299,12.5,79.70428571,16.81,18.63571429,3.142857143,28.72857143,6.328571429,34.4,25,20.9
sj,2003,38,37881,-0.0939,0.086425,0.2489,0.2247429,38.7,301.1428571,301.4,296.7757143,304.3,298.8,13.9,77.36714286,38.7,18.29857143,3.457142857,28.87142857,6.485714286,34.4,25,2.3
sj,2003,39,37888,-0.0874,0.09725,0.2545714,0.2119143,99.61,300.7914286,300.9142857,297.12,303.3,298.7,26.59,80.53,99.61,18.67857143,2.714285714,28.04285714,7.442857143,33.9,22.2,76.5
sj,2003,40,37895,-0.0874,0.0151,0.2174857,0.2088143,78.94,301.1942857,301.4071429,297.2671429,303.5,299.5,11,79.35571429,78.94,18.82428571,2.9,28.6,6.185714286,32.2,25,9.9
sj,2003,41,37902,0.0204,0.03275,0.1634429,0.1103714,0.61,300.9328571,301.1,296.3842857,303.2,299.2,6.3,76.43571429,0.61,17.88428571,2.857142857,28.1,6.042857143,31.7,24.4,0.8
sj,2003,42,37909,0.0161,0.0371,0.2434,0.2677286,118.5,300.6785714,300.8285714,296.94,302.9,298.3,97.7,80.25,118.5,18.48571429,2.514285714,27.12857143,6.685714286,32.2,22.8,61
sj,2003,43,37916,-0.0416,0.0553,0.1699286,0.1281714,20.44,301.09,301.1571429,296.79,302.9,299,10.7,77.53142857,20.44,18.30142857,2.857142857,28.02857143,7,32.8,23.9,10.9
sj,2003,44,37923,0.0892,0.00035,0.09465,0.08811429,96.7,300.9528571,301.1142857,296.6514286,303.4,298.6,17.08,77.56142857,96.7,18.15714286,2.8,27.8,6.928571429,33.3,23.9,11
sj,2003,45,37930,0.0892,0.1635,0.1377167,0.1248,79.96,300.1628571,300.2357143,296,302.7,297.5,35.9,78.08,79.96,17.47,3.271428571,27.37142857,7.185714286,32.8,22.2,62.4
sj,2003,46,37937,0.06925,0.055375,0.06548571,0.07488571,97.28,300.0542857,300.05,296.6657143,301.7,298.3,92.1,81.82571429,97.28,18.16,2.3,27.15714286,6.857142857,31.7,22.8,74.7
sj,2003,47,37944,-0.21795,0.015,0.1281429,0.1350143,390.6,299.0728571,299.15,296.8314286,300.7,297.7,181.74,87.57571429,390.6,18.37,1.985714286,26.3,4.685714286,31.7,23.9,133.2
sj,2003,48,37951,-0.07015,-0.037775,0.2369429,0.2084571,16.2,298.8142857,298.9071429,295.76,301,297.2,38.7,83.41,16.2,17.22714286,2.357142857,25.97142857,6.114285714,30.6,22.8,54.2
sj,2003,49,37958,-0.00305,0.0534,0.1275667,0.1174857,0,299.1071429,299.2428571,294.8085714,300.7,297.4,10.26,77.30857143,0,16.20428571,1.942857143,26.18571429,5.614285714,29.4,21.7,2.1
sj,2003,50,37965,-0.1476,-0.1538,0.1616833,0.1077714,182.81,299.1742857,299.1857143,295.0314286,301.5,297.5,50.6,78.23285714,182.81,16.46857143,2.142857143,25.64285714,5.014285714,29.4,22.2,82.8
sj,2003,51,37972,-0.03753333,-0.0526,0.2905667,0.1977429,0,298.5557143,298.6071429,294.9928571,300.5,296.9,12.28,80.79714286,0,16.39,2.157142857,25.84285714,5.414285714,29.4,22.2,11
sj,2003,52,37979,0.02085,-0.0398,0.1581375,0.1479444,1.96,299.0442857,299.1785714,295.0257143,300.8,297.2,9.14,78.68857143,1.96,16.37571429,2.7,26.01428571,6.5,30,21.1,12
sj,2004,1,37987,-0.2683,-0.1237,0.2237571,0.1765429,1.96,299.0442857,299.1785714,295.0257143,300.8,297.2,9.14,78.68857143,1.96,16.37571429,2.7,26.01428571,6.5,30,21.1,12
sj,2004,2,37994,-0.0731,0.0172,0.2147286,0.2224429,0,297.6485714,297.5714286,292.3742857,299.3,296.1,20.7,72.57714286,0,13.88142857,2.028571429,24.38571429,5.557142857,27.8,20.6,15.6
sj,2004,3,38001,-0.0731,0.0026,0.2821,0.2899,36.07,297.8,297.9714286,293.8957143,299.5,296.5,20.2,78.94285714,36.07,15.25714286,2.171428571,24.34285714,5.957142857,28.3,20,23.7
sj,2004,4,38008,-0.18635,-0.178625,-0.01553333,0.01025,0,297.7285714,298.1071429,293.6657143,300.2,295.7,1.1,78.26428571,0,15.06142857,3.042857143,24.52857143,6.1,27.8,20.6,10.2
sj,2004,5,38015,-0.0535,-0.108,0.2362571,0.2804143,0,297.56,297.6,292.8785714,300,295.8,2,75.42285714,0,14.39,2.457142857,24.62857143,6.2,28.9,20,1.8
sj,2004,6,38022,-0.0535,-0.0489,0.2528429,0.2169857,0,297.9714286,298.25,293.5371429,300.8,295.6,3.8,76.52285714,0,14.94142857,2.842857143,24.98571429,7.928571429,31.1,19.4,4.6
sj,2004,7,38029,-0.0423,0.0231,0.2463857,0.1925571,0,298.3257143,298.5071429,293.5185714,299.8,297.3,3.04,74.65,0,14.87428571,1.985714286,24.88571429,6.728571429,28.9,20,15
sj,2004,8,38036,-0.1567,-0.0768,0.1538429,0.1494,0,298.2885714,298.5714286,293.27,300.1,297.2,1.7,73.79142857,0,14.65285714,2.457142857,25.2,6.942857143,29.4,20.6,11.4
sj,2004,9,38043,0.05716667,0.052025,0.139,0.1584429,0,297.5342857,297.9571429,293.6185714,300.6,295.8,19.92,79.02714286,0,15.00428571,2.628571429,24.18571429,6.728571429,28.3,19.4,19.3
sj,2004,10,38050,-0.0638,0.0905,0.2206,0.2357714,0,297.8242857,298.0571429,293.6457143,301.2,296,16.2,77.76142857,0,15.06571429,2.685714286,25.15714286,7.214285714,31.1,20.6,15.8
sj,2004,11,38057,-0.0505,0.02825,0.1867,0.1538,0,297.5042857,297.6285714,292.1857143,300,296,6.27,72.30571429,0,13.67142857,2.228571429,25.42857143,5.957142857,30.6,21.1,2.5
sj,2004,12,38064,-0.0505,0.02825,0.02834286,0.0116,0,298.2542857,298.4285714,294.2514286,300.3,296,13.81,78.54714286,0,15.59142857,2.571428571,25.91428571,6.642857143,31.1,20.6,12.2
sj,2004,13,38071,-0.40625,0.07343333,0.1199,0.1322667,0,298.32,298.6,293.9614286,300.1,297.3,11.1,76.87142857,0,15.33857143,2.285714286,25.55714286,6.728571429,30,21.1,3
sj,2004,14,38078,-0.40625,0.023175,0.1476286,0.1583857,28.35,296.8942857,296.9214286,293.2814286,299.9,294.3,81.1,80.36571429,28.35,14.72142857,2.414285714,24.7,6.028571429,28.9,20.6,60.7
sj,2004,15,38085,0.4934,0.1412,0.3543429,0.2740857,0,297.7585714,298.0857143,293.3228571,300.9,295.6,11,76.44571429,0,14.75571429,3.2,25.4,7.385714286,31.1,20.6,5.6
sj,2004,16,38092,0.0061,0.0162,0.1967286,0.1820857,5.75,298.6942857,298.9071429,294.3328571,301.1,296.6,2.6,77.06,5.75,15.74857143,3.1,25.95714286,6.085714286,29.4,22.8,31.5
sj,2004,17,38099,0.0061,-0.04705,0.2125571,0.2720286,23.59,298.66,298.8714286,293.1828571,300.7,297.2,13.8,71.95428571,23.59,14.66285714,2.571428571,25.84285714,6.185714286,29.4,21.7,5.6
sj,2004,18,38106,0.0061,-0.08976667,0.0633,0.1553833,75.28,299.0642857,299.3285714,295.0485714,301.4,297.5,11.86,78.60285714,75.28,16.42,2.514285714,26.15714286,5.714285714,30,22.8,23.4
sj,2004,19,38113,0.0061,-0.08976667,0.09315,0.1181333,9.57,299.09,299.2071429,294.38,301.1,297.3,20.56,75.38571429,9.57,15.75,2.3,26.27142857,6.271428571,30.6,22.2,30.2
sj,2004,20,38120,-0.0904,0.118525,0.1076333,0.21006,15.78,298.7657143,298.9142857,295.37,301.3,297.2,36.9,81.71142857,15.78,16.73,2.657142857,26.72857143,5.528571429,31.1,22.8,18.1
sj,2004,21,38127,0.05286667,0.06016667,0.1156429,0.1297857,96.99,298.1214286,298.1142857,295.1542857,300,296.5,79,83.83285714,96.99,16.52142857,1.771428571,26.04285714,4.671428571,29.4,22.8,53.6
sj,2004,22,38134,-0.02563333,-0.008066667,0.1591143,0.1588,175.41,298.3657143,298.4571429,295.3471429,300.4,297.2,90.2,83.55,175.41,16.74,2,24.81428571,4.914285714,28.9,21.7,145.8
sj,2004,23,38141,-0.07055,-0.02854,0.08158571,0.1132429,13.51,300.0542857,300.2071429,296.4457143,302.2,298.2,5.36,80.91428571,13.51,17.88142857,2.9,27.95714286,7.542857143,33.3,22.8,4.6
sj,2004,24,38148,0.0218,-0.0441,0.1412,0.1782429,6.12,299.8171429,299.7571429,296.1014286,301.5,298,30.07,80.17714286,6.12,17.47571429,2.314285714,28.04285714,6.342857143,31.7,23.9,17.6
sj,2004,25,38155,0.017425,0.07494,0.1466571,0.1337429,13.07,300.0371429,300.1357143,296.5885714,302.5,297.8,20,81.56142857,13.07,17.98428571,3.242857143,28.32857143,7.128571429,33.3,22.8,81.5
sj,2004,26,38162,0.0101,-0.00385,0.1837714,0.1702143,41.41,300.5371429,300.6428571,296.4157143,302.5,297.9,17,78.29714286,41.41,17.79428571,2.857142857,28.22857143,6.271428571,32.2,23.9,8.9
sj,2004,27,38169,0.0101,0.0083,0.1515714,0.1447429,28.37,300.6442857,300.6785714,296.5571429,302.5,298.4,32.2,78.48142857,28.37,17.95142857,2.614285714,28.34285714,6.185714286,32.2,23.3,67.6
sj,2004,28,38176,-0.0267,-0.01173333,0.1683286,0.1751143,39.05,300.2585714,300.2571429,296.33,301.9,298.6,43.83,79.18142857,39.05,17.72857143,2.571428571,27.82857143,6.428571429,31.1,23.3,76.5
sj,2004,29,38183,-0.0529,-0.101,0.1853143,0.1498429,59.15,300.5757143,300.6714286,296.7971429,302.4,299,15.8,79.99571429,59.15,18.25285714,2.2,28.24285714,5.242857143,31.7,25,16
sj,2004,30,38190,0.0674,0.08983333,0.1748286,0.1487429,23.74,300.4014286,300.4,296.0957143,302.3,298.4,31.21,77.49857143,23.74,17.51,2.685714286,28.01428571,6.528571429,31.7,23.9,26.2
sj,2004,31,38197,-0.0117,-0.05443333,0.1905286,0.1573,40.86,300.2342857,300.2857143,296.8228571,302.1,298.5,31.51,81.80714286,40.86,18.30714286,2.571428571,28.04285714,6.371428571,31.7,23.9,44
sj,2004,32,38204,0.0058,0.0327,0.1741,0.1838143,35.99,300.5885714,300.6428571,296.6,302.7,298.4,24.6,79.02571429,35.99,18.05285714,2.971428571,28.52857143,6.585714286,32.2,24.4,12.8
sj,2004,33,38211,0.0374,0.1084,0.1253,0.1774143,20.92,300.9957143,301.2,296.4,302.9,299.2,14.1,76.17142857,20.92,17.81857143,2.657142857,28.94285714,7.228571429,33.9,24.4,10.5
sj,2004,34,38218,-0.0164,-0.021875,0.1816,0.1706,37.3,300.7942857,300.85,297.2685714,302.6,298.6,44.4,81.26428571,37.3,18.77428571,2.585714286,29,6.314285714,32.2,24.4,28.3
sj,2004,35,38225,0.0996,0.0633,0.1006571,0.1094286,20.3,300.9128571,301.05,297.0542857,302.6,298.7,13.5,79.68428571,20.3,18.53142857,2.642857143,29.05714286,6.485714286,33.3,25,20.6
sj,2004,36,38232,0.0414,0.0498,0.1631286,0.1992,62.61,300.8614286,300.9,296.39,302.6,298.9,25.37,76.71142857,62.61,17.82285714,2.628571429,28.61428571,7.057142857,32.8,24.4,23.8
sj,2004,37,38239,0.1076,0.074925,0.1059143,0.09598571,42.51,300.9585714,301,297.15,302.8,299.3,33.4,79.86571429,42.51,18.71714286,2.342857143,28.98571429,6.971428571,33.9,25,20.6
sj,2004,38,38246,0.04015,0.074925,0.09487143,0.1394429,52.29,301.1,301.2571429,297.3042857,303.3,299.3,16,80.03285714,52.29,18.90428571,2.428571429,28.64285714,6.114285714,32.2,24.4,32.8
sj,2004,39,38253,0.04015,-0.06745,0.2252571,0.2332,245.73,299.7985714,299.9571429,297.0814286,302.9,297.7,254.95,85.33,245.73,18.64571429,2.542857143,27.22857143,6.057142857,33.9,23.3,158.2
sj,2004,40,38260,0.033475,0.007625,0.24358,0.1786333,10.06,301.0285714,301.2071429,296.4785714,303.6,298.7,8.57,76.47142857,10.06,17.96428571,3.671428571,29.14285714,8.085714286,34.4,24.4,21.8
sj,2004,41,38267,-0.0168,0.02526667,0.09047143,0.05836667,34.73,300.68,300.6785714,296.5842857,302.5,298.9,35.7,78.47714286,34.73,18.07285714,2.557142857,28.28571429,6.214285714,31.7,24.4,24.4
sj,2004,42,38274,-0.0168,0.09375,0.2360286,0.2138714,83.2,300.5085714,300.6785714,296.8642857,303.4,298.6,41.4,80.66571429,83.2,18.40285714,3.157142857,28.12857143,6.185714286,32.2,23.9,41.4
sj,2004,43,38281,0.0969,0.07463333,0.08211667,0.0797,10.82,300.6471429,300.8071429,296.2214286,302.7,299.2,18,76.92285714,10.82,17.69571429,2.442857143,28.28571429,6.728571429,32.2,23.9,15.1
sj,2004,44,38288,0.0802,0.088,0.096,0.1182286,96.72,299.8928571,300.1571429,296.26,302.4,298.6,25.2,80.65571429,96.72,17.76428571,2.371428571,27.5,5.642857143,31.7,23.9,34.1
sj,2004,45,38295,0.1337,0.1288,0.24505,0.1911143,105.49,299.67,299.9,295.3757143,301.8,298.2,31.2,77.53285714,105.49,16.81857143,2.4,27.05714286,6.528571429,30.6,22.8,109
sj,2004,46,38302,0.0199,-0.00135,0.039,0.06477143,18.75,299.9214286,299.9714286,295.5985714,302.1,298.3,24.5,77.31142857,18.75,17.03857143,2.4,27.24285714,6.357142857,31.1,23.9,7.7
sj,2004,47,38309,0.3274,-0.0064,0.2224857,0.1364714,122.87,298.5471429,298.5571429,295.5571429,300.4,296.9,145.8,83.62857143,122.87,17.00714286,1.857142857,26.32857143,4.628571429,28.9,23.3,70.7
sj,2004,48,38316,0.0435,-0.0607,0.1951571,0.2427714,18.37,298.43,298.4571429,293.4557143,300,297,24.9,74.30285714,18.37,14.92142857,1.971428571,26.32857143,4.9,29.4,23.3,26.9
sj,2004,49,38323,-0.1613,-0.08855,0.2108714,0.2731429,0,298.7914286,298.9,293.74,300.3,297.6,2.71,73.75714286,0,15.16285714,2.114285714,25.64285714,6.442857143,28.9,21.1,7.7
sj,2004,50,38330,-0.0039,-0.0262,0.2083167,0.17965,0,298.1642857,298.3642857,293.2742857,300.2,296.1,2.8,74.32571429,0,14.70857143,2.357142857,25.15714286,6.314285714,28.9,20.6,10.4
sj,2004,51,38337,-0.15165,-0.0214,0.1828167,0.1342571,5.54,298.8028571,298.95,295.2528571,300.8,297.5,29.32,80.88857143,5.54,16.62142857,2.242857143,26.27142857,5.628571429,30.6,22.8,30.6
sj,2004,52,38344,-0.1261,-0.06296667,0.1994857,0.14035,150.31,298.6828571,298.8714286,295.7414286,300.9,296.9,41.3,83.95285714,150.31,17.14857143,2.057142857,26.24285714,5.714285714,30,22.8,55.7
sj,2005,53,38353,-0.1261,-0.06296667,0.1994857,0.14035,150.31,298.6828571,298.8714286,295.7414286,300.9,296.9,41.3,83.95285714,150.31,17.14857143,2.057142857,26.24285714,5.714285714,30,22.8,55.7
sj,2005,1,38360,0.0079,-0.04963333,0.1246571,0.1004429,0,297.5871429,297.6642857,292.7714286,299.5,296.1,21.68,74.77857143,0,14.26142857,1.957142857,24.98571429,4.9,28.3,21.1,23.8
sj,2005,2,38367,0.02435,-0.019275,0.1335429,0.1272429,0,297.6,297.6142857,293.6671429,298.9,296.2,43.1,78.79857143,0,15.04285714,1.914285714,25.2,5.385714286,28.3,22.2,55.6
sj,2005,3,38374,-0.1118333,-0.07645,0.2029,0.2233571,14.67,297.3957143,297.5571429,294.3085714,299.4,295.8,76.36,83.05571429,14.67,15.67142857,1.914285714,25.22857143,4.914285714,28.3,21.7,32.4
sj,2005,4,38381,-0.0479,0.0431,0.1743,0.1456429,15.2,296.5357143,296.6142857,292.5128571,299,294.8,31.85,78.53857143,15.2,14.09142857,2.657142857,23.75714286,6.328571429,28.3,17.8,34
sj,2005,5,38388,0.0442,-0.0758,0.2056,0.1781429,0,296.1528571,296.1714286,292.2,297.8,294.3,31.8,78.64,0,13.77,1.971428571,23.71428571,4.528571429,27.8,19.4,5.4
sj,2005,6,38395,-0.08175,-0.03735,0.2976571,0.3102571,0,296.1014286,296.1714286,290.4671429,299.5,293.3,6.4,70.79571429,0,12.36285714,3.114285714,23.31428571,5.985714286,26.7,19.4,10.1
sj,2005,7,38402,-0.08175,0.093,0.1756571,0.1842857,0,296.3528571,296.4,291.0371429,298.7,293.4,5.3,72.24571429,0,12.80714286,3.085714286,23.41428571,6.228571429,26.7,18.9,4.6
sj,2005,8,38409,0.1083,-0.04855,0.1908714,0.1969714,0,296.48,296.55,291.5842857,298,295,10.1,74.19142857,0,13.24142857,2.157142857,24.48571429,4.614285714,27.2,21.7,2.1
sj,2005,9,38416,-0.1036667,-0.04113333,0.1607,0.1097667,0,297.2714286,297.45,293.2742857,300.3,295.5,5.92,78.66714286,0,14.75,2.957142857,25.02857143,7.128571429,30.6,20,5.3
sj,2005,10,38423,-0.1036667,0.0781,0.2434571,0.2521571,3.93,298.0614286,298.2214286,293.77,301.4,295.5,3.3,77.39285714,3.93,15.20428571,4.357142857,26.01428571,7.7,31.1,20,0
sj,2005,11,38430,0.0644,0.01095,0.1937429,0.2441714,0,297.8514286,297.9142857,292.7857143,301.6,294.8,0.3,73.58571429,0,14.28285714,4.257142857,25.84285714,8.414285714,33.3,20,0
sj,2005,12,38437,-0.044,-0.0753,0.1609286,0.2079714,0,298.2471429,298.5,293.2171429,301.2,295.6,0.2,73.86714286,0,14.66857143,3.914285714,26.4,8.514285714,32.8,20,0
sj,2005,13,38444,-0.044,-0.0987,0.1752,0.1482286,0,299.0728571,299.3142857,294.4442857,301,297.3,0.2,75.73714286,0,15.78285714,2.8,27.48571429,8.671428571,33.3,22.2,0
sj,2005,14,38451,0.0045,-0.00048,0.1233167,0.1557833,13.44,299.1071429,299.3642857,294.9285714,301.5,297.4,8,78.00285714,13.44,16.30428571,3.014285714,27.3,7.485714286,33.3,22.2,7.4
